Customer_ID,First_Name,Last_Name,Gender,Age,Birth_Date,Marital_Status,Occupation,Location,Income_Bracket,Abandoned Cart,Wishlist Items,Customer_Lifetime_Value
CUST1455,Ami,Aryani,Female,27,1998-04-23,Single,Musician,Pasuruan,Middle Income,"['PROD0541', 'PROD0465']","['PROD0871', 'PROD0404', 'PROD0381', 'PROD0885', 'PROD0547', 'PROD0671', 'PROD1051']",1626360
CUST1456,Daniswara,Gunarto,Male,60,1964-11-20,Married,Pensions consultant,Bitung,Middle Income,"['PROD0590', 'PROD0687', 'PROD0031']","['PROD0991', 'PROD0818', 'PROD0002', 'PROD0056', 'PROD0282', 'PROD0058', 'PROD0550']",3313684
CUST1457,Adhiarja,Permadi,Male,52,1973-02-24,Single,Web designer,Pekalongan,Middle Income,"['PROD0455', 'PROD0899', 'PROD0720', 'PROD0028']","['PROD0307', 'PROD0187', 'PROD0818', 'PROD0911', 'PROD0299', 'PROD1025']",2597902
CUST1458,Laras,Astuti,Female,17,2007-10-16,Single,"Surveyor, mining",Pangkalpinang,Middle Income,"['PROD0173', 'PROD0131', 'PROD0241', 'PROD0412']","['PROD0798', 'PROD0133']",4698212
CUST1459,Gangsar,Tampubolon,Male,36,1988-10-21,Married,Aeronautical engineer,Bogor,Low Income,"['PROD0083', 'PROD0685', 'PROD0692', 'PROD0396']","['PROD0341', 'PROD0370', 'PROD0083', 'PROD0535', 'PROD0986', 'PROD1038']",910461
CUST1460,Harsaya,Mangunsong,Male,52,1973-04-02,Married,Neurosurgeon,Tomohon,Middle Income,"['PROD0607', 'PROD0921', 'PROD0803']","['PROD0617', 'PROD0223']",2610548
CUST1461,Ulva,Hariyah,Female,45,1980-05-15,Married,"Psychotherapist, dance movement",Bandung,Middle Income,"['PROD0947', 'PROD0956']","['PROD0696', 'PROD0557', 'PROD0324', 'PROD0954', 'PROD0529', 'PROD1060']",2458249
CUST1462,Yani,Utami,Female,49,1976-06-28,Single,"Social research officer, government",Subulussalam,Middle Income,"['PROD0111', 'PROD0375', 'PROD0749', 'PROD0823']","['PROD0609', 'PROD0586']",2198758
CUST1463,Banawi,Halim,Male,22,2002-10-16,Single,Civil Service fast streamer,Depok,Middle Income,"['PROD0667', 'PROD0243', 'PROD0211', 'PROD0204']","['PROD0212', 'PROD1039']",5500914
CUST1464,Akarsana,Dongoran,Male,57,1968-01-19,Married,Data scientist,Bandar Lampung,Low Income,"['PROD0550', 'PROD0055', 'PROD1031']","['PROD0841', 'PROD0396', 'PROD0447', 'PROD0151', 'PROD0650', 'PROD0040']",413334
CUST1465,Mitra,Tamba,Male,22,2003-01-10,Single,"Production assistant, television",Balikpapan,Low Income,['PROD0797'],"['PROD0116', 'PROD0343', 'PROD0138', 'PROD0443', 'PROD0687', 'PROD0371', 'PROD0166']",503286
CUST1466,Violet,Pudjiastuti,Female,37,1988-06-13,Single,Arts development officer,Tegal,Middle Income,"['PROD0548', 'PROD0291', 'PROD0375', 'PROD0482']","['PROD0838', 'PROD0221', 'PROD0509', 'PROD0910', 'PROD0751', 'PROD0207']",4247246
CUST1467,Putri,Winarsih,Female,33,1992-01-22,Single,Learning disability nurse,Banjarbaru,High Income,"['PROD0920', 'PROD0998', 'PROD0398']","['PROD0022', 'PROD0658', 'PROD0364', 'PROD0291', 'PROD0504', 'PROD0666']",14270952
CUST1468,Iriana,Maryati,Female,17,2008-06-11,Single,Chief Technology Officer,Mojokerto,Middle Income,"['PROD0130', 'PROD0937']","['PROD0518', 'PROD0016', 'PROD0337', 'PROD0672', 'PROD1054']",1169505
CUST1469,Sarah,Usada,Female,24,2000-10-23,Married,Comptroller,Kotamobagu,Middle Income,"['PROD1007', 'PROD0729', 'PROD0392']","['PROD0570', 'PROD0112']",2626132
CUST1470,Lala,Melani,Female,39,1986-02-17,Married,Soil scientist,Padang Sidempuan,Middle Income,"['PROD0253', 'PROD0451']","['PROD0640', 'PROD0402', 'PROD0956']",3503930
CUST1471,Saadat,Mangunsong,Male,53,1971-11-07,Married,Drilling engineer,Pekalongan,Middle Income,"['PROD0792', 'PROD0589']","['PROD0667', 'PROD0083', 'PROD0024', 'PROD0872', 'PROD0747']",4733144
CUST1472,Daliono,Wibowo,Male,46,1978-08-30,Married,Software engineer,Kota Administrasi Jakarta Selatan,Middle Income,['PROD0197'],"['PROD0792', 'PROD0370', 'PROD0831', 'PROD1045']",5902686
CUST1473,Kartika,Andriani,Female,34,1991-07-21,Married,Fast food restaurant manager,Banjarmasin,Middle Income,"['PROD0272', 'PROD0475', 'PROD0068']","['PROD0580', 'PROD0955', 'PROD0622', 'PROD0097']",4754371
CUST1474,Harimurti,Budiman,Male,50,1975-08-04,Married,Electrical engineer,Bekasi,Middle Income,"['PROD0861', 'PROD0536']","['PROD0212', 'PROD0797', 'PROD0796', 'PROD0444']",3854435
CUST1475,Kunthara,Kusumo,Male,35,1989-08-21,Married,Pathologist,Banjarbaru,Low Income,"['PROD0481', 'PROD0553', 'PROD0817', 'PROD0168']","['PROD0002', 'PROD0058', 'PROD0826', 'PROD0019', 'PROD0418', 'PROD0468', 'PROD0736']",561977
CUST1476,Carub,Ramadan,Male,48,1976-11-10,Married,Dietitian,Tarakan,Low Income,['PROD0027'],"['PROD0796', 'PROD0002']",209343
CUST1477,Danuja,Gunawan,Male,34,1991-03-31,Single,Immunologist,Palu,Middle Income,"['PROD0140', 'PROD0517', 'PROD0018']","['PROD1027', 'PROD1048']",2191539
CUST1478,Cindy,Riyanti,Female,28,1996-09-12,Single,Petroleum engineer,Payakumbuh,Middle Income,"['PROD0886', 'PROD0802']","['PROD0042', 'PROD0863']",1680404
CUST1479,Dina,Oktaviani,Female,55,1970-07-29,Married,Freight forwarder,Tarakan,Low Income,"['PROD0104', 'PROD0752', 'PROD0574', 'PROD0823']","['PROD0661', 'PROD0696', 'PROD0651', 'PROD0546']",457370
CUST1480,Paris,Wahyuni,Female,53,1971-12-11,Married,Brewing technologist,Kendari,Low Income,['PROD0875'],"['PROD0822', 'PROD0306', 'PROD0854', 'PROD0958', 'PROD0033', 'PROD0420', 'PROD0359']",325108
CUST1481,Nadine,Fujiati,Female,17,2007-11-14,Single,"Doctor, general practice",Bandar Lampung,High Income,['PROD0987'],"['PROD0520', 'PROD0929']",7084573
CUST1482,Teguh,Maryadi,Male,23,2001-11-14,Married,Proofreader,Solok,Middle Income,"['PROD0307', 'PROD0046', 'PROD0197']","['PROD0989', 'PROD0991', 'PROD0596', 'PROD0681', 'PROD0062', 'PROD0191', 'PROD0736']",2620738
CUST1483,Asirwanda,Hakim,Male,28,1996-12-29,Married,Quarry manager,Manado,Middle Income,"['PROD0589', 'PROD0607', 'PROD0019']","['PROD0525', 'PROD0367']",1574986
CUST1484,Puti,Hartati,Female,25,2000-04-05,Single,"Designer, multimedia",Bitung,Middle Income,"['PROD0355', 'PROD0844', 'PROD0782', 'PROD1043']","['PROD0752', 'PROD0971', 'PROD0948']",4556628
CUST1485,Balamantri,Natsir,Male,43,1981-11-20,Married,Television production assistant,Palopo,Middle Income,"['PROD0140', 'PROD1046', 'PROD0655', 'PROD0596']","['PROD0086', 'PROD0533', 'PROD0455', 'PROD0554', 'PROD1041']",5100830
CUST1486,Zahra,Palastri,Female,39,1985-10-15,Single,"Designer, interior/spatial",Padang Sidempuan,Middle Income,"['PROD0537', 'PROD0623', 'PROD0668']","['PROD0552', 'PROD0150', 'PROD0764', 'PROD0088']",5924867
CUST1487,Cinthia,Lailasari,Female,38,1986-08-24,Married,Counselling psychologist,Bandar Lampung,Low Income,"['PROD0895', 'PROD0133']","['PROD0259', 'PROD0541', 'PROD0682', 'PROD0696']",794519
CUST1488,Cinta,Permata,Female,41,1983-11-13,Married,Advice worker,Kota Administrasi Jakarta Barat,Middle Income,"['PROD0409', 'PROD0773', 'PROD0752']","['PROD0982', 'PROD0848', 'PROD0518']",3403294
CUST1489,Dalima,Yulianti,Female,29,1996-02-29,Single,Animal technologist,Pariaman,Middle Income,"['PROD0342', 'PROD0150']","['PROD0577', 'PROD0717', 'PROD0811', 'PROD0233', 'PROD0851', 'PROD0409']",4255271
CUST1490,Puti,Kusmawati,Female,33,1992-08-11,Married,Occupational hygienist,Banjar,Middle Income,"['PROD0137', 'PROD0932']","['PROD0993', 'PROD0907', 'PROD0475']",5239294
CUST1491,Asmianto,Siregar,Male,51,1974-03-02,Married,"Engineer, structural",Pangkalpinang,Low Income,"['PROD0615', 'PROD1046']","['PROD0418', 'PROD0744', 'PROD0438']",950687
CUST1492,Cakrawangsa,Rajata,Male,19,2005-09-25,Married,Brewing technologist,Pagaralam,Middle Income,"['PROD0825', 'PROD0905', 'PROD0883']","['PROD0248', 'PROD0283', 'PROD0735']",3782435
CUST1493,Shakila,Novitasari,Female,40,1985-01-11,Married,"Nurse, children's",Tangerang,Middle Income,['PROD0412'],"['PROD0581', 'PROD0226', 'PROD0241', 'PROD0571', 'PROD0445']",2506604
CUST1494,Kawaya,Prasetyo,Male,53,1972-08-14,Married,Research scientist (life sciences),Kota Administrasi Jakarta Barat,Middle Income,"['PROD0055', 'PROD0757']","['PROD0086', 'PROD0615', 'PROD0244', 'PROD0261', 'PROD0872']",5535292
CUST1495,Kardi,Dongoran,Male,27,1998-02-20,Single,Chartered certified accountant,Makassar,Low Income,"['PROD0587', 'PROD0513', 'PROD0812', 'PROD0018']","['PROD1018', 'PROD1038', 'PROD0109', 'PROD0146', 'PROD0936', 'PROD0019']",290785
CUST1496,Kayla,Padmasari,Female,25,1999-11-24,Single,IT consultant,Magelang,Middle Income,['PROD0522'],"['PROD1037', 'PROD0760', 'PROD0725']",1100373
CUST1497,Intan,Usamah,Female,38,1987-03-30,Married,Public librarian,Padang,Low Income,"['PROD0571', 'PROD0044', 'PROD0663', 'PROD1009']","['PROD0832', 'PROD0227', 'PROD0724', 'PROD0192', 'PROD1051']",724931
CUST1498,Cahyadi,Prakasa,Male,54,1970-12-04,Married,Patent attorney,Tangerang,Low Income,"['PROD0984', 'PROD0470']","['PROD0900', 'PROD0396', 'PROD0435', 'PROD0553', 'PROD0161', 'PROD0899']",231296
CUST1499,Darman,Habibi,Male,49,1976-08-01,Married,Fine artist,Lhokseumawe,Middle Income,['PROD0909'],"['PROD0356', 'PROD0528', 'PROD0966', 'PROD0376', 'PROD0905', 'PROD0869']",4309289
CUST1500,Jaya,Situmorang,Male,60,1965-06-24,Single,Forensic psychologist,Singkawang,Low Income,"['PROD0812', 'PROD0869', 'PROD0650']","['PROD1032', 'PROD0410', 'PROD0245', 'PROD0833', 'PROD0304']",947774
CUST1501,Gasti,Safitri,Female,44,1980-10-30,Married,Barista,Kediri,Middle Income,['PROD0402'],"['PROD0407', 'PROD0078', 'PROD0152']",2336501
CUST1502,Harsanto,Pradana,Male,22,2003-01-08,Married,Clothing/textile technologist,Bima,Middle Income,['PROD0507'],"['PROD0223', 'PROD0600', 'PROD0549', 'PROD0449', 'PROD0535', 'PROD0028']",3201449
CUST1503,Tugiman,Maheswara,Male,23,2002-06-28,Single,Theatre director,Salatiga,Low Income,['PROD0833'],"['PROD0891', 'PROD0527', 'PROD0161']",210434
CUST1504,Prasetya,Nababan,Male,18,2007-03-27,Single,Chief Technology Officer,Bandar Lampung,Middle Income,['PROD0058'],"['PROD0869', 'PROD1024', 'PROD0304', 'PROD0602']",4295512
CUST1505,Genta,Rahmawati,Female,25,1999-12-01,Married,Higher education careers adviser,Salatiga,High Income,"['PROD0623', 'PROD0384', 'PROD0882']","['PROD0167', 'PROD0571']",8080566
CUST1506,Kajen,Wibisono,Male,60,1965-08-14,Married,Armed forces logistics/support/administrative officer,Subulussalam,Middle Income,"['PROD0940', 'PROD0106']","['PROD0607', 'PROD0320', 'PROD1045', 'PROD0967']",5598547
CUST1507,Radit,Dongoran,Male,23,2002-06-23,Single,Orthoptist,Parepare,Middle Income,"['PROD0043', 'PROD0086', 'PROD0719']","['PROD0594', 'PROD0141']",1132752
CUST1508,Yuni,Pudjiastuti,Female,52,1973-01-31,Married,Race relations officer,Tomohon,Middle Income,['PROD1003'],"['PROD0656', 'PROD0010']",4812203
CUST1509,Tomi,Winarno,Male,48,1977-08-06,Married,"Librarian, academic",Ternate,Low Income,"['PROD0370', 'PROD1032']","['PROD0146', 'PROD0081', 'PROD0831', 'PROD0739', 'PROD1008', 'PROD0489']",511434
CUST1510,Nalar,Marbun,Male,44,1981-03-15,Married,Market researcher,Tomohon,Middle Income,"['PROD0242', 'PROD1025', 'PROD0187', 'PROD0765']","['PROD0992', 'PROD0703', 'PROD0434', 'PROD0491', 'PROD0024', 'PROD0287', 'PROD0189']",2753315
CUST1511,Widya,Laksmiwati,Female,17,2007-12-08,Single,"Buyer, industrial",Kota Administrasi Jakarta Pusat,Middle Income,"['PROD0908', 'PROD0754', 'PROD0848']","['PROD0235', 'PROD0974', 'PROD0021', 'PROD0537', 'PROD0340']",3384497
CUST1512,Kayun,Haryanto,Male,55,1970-04-04,Married,Barrister's clerk,Meulaboh,Middle Income,"['PROD0270', 'PROD0251', 'PROD0944', 'PROD0533']","['PROD0669', 'PROD0983', 'PROD0367', 'PROD0028', 'PROD0699']",3947291
CUST1513,Hasna,Kuswandari,Female,20,2004-08-24,Single,Actuary,Banjarbaru,Middle Income,"['PROD0077', 'PROD0053', 'PROD0705', 'PROD0358']","['PROD1014', 'PROD0908', 'PROD0793', 'PROD0532', 'PROD0045']",2199175
CUST1514,Adika,Hakim,Male,18,2007-08-03,Single,"Psychologist, sport and exercise",Jayapura,Middle Income,['PROD0489'],"['PROD0019', 'PROD0304', 'PROD0480']",2076685
CUST1515,Yani,Zulaika,Female,28,1997-05-02,Single,Industrial buyer,Bengkulu,Middle Income,"['PROD0668', 'PROD0284']","['PROD0430', 'PROD0557', 'PROD0093', 'PROD0708']",5142573
CUST1516,Nyoman,Simanjuntak,Male,30,1995-06-15,Single,Biomedical scientist,Banjar,Middle Income,['PROD0015'],"['PROD0499', 'PROD0115', 'PROD0952', 'PROD1025']",1775670
CUST1517,Ibrahim,Nugroho,Male,45,1980-03-27,Single,Environmental manager,Kota Administrasi Jakarta Barat,Middle Income,['PROD0365'],"['PROD0161', 'PROD0015', 'PROD0776']",2120511
CUST1518,Najwa,Novitasari,Female,34,1991-08-16,Single,"Scientist, marine",Jambi,Middle Income,"['PROD0932', 'PROD0770']","['PROD0080', 'PROD0581', 'PROD0190']",3882464
CUST1519,Tirta,Sirait,Male,32,1992-10-26,Single,Farm manager,Jayapura,Middle Income,['PROD0041'],"['PROD1044', 'PROD0304', 'PROD0242', 'PROD0146']",2962225
CUST1520,Kadir,Firmansyah,Male,56,1969-08-10,Married,Data scientist,Tebingtinggi,Middle Income,"['PROD0189', 'PROD0707', 'PROD0243', 'PROD0393']","['PROD0055', 'PROD0735', 'PROD0157', 'PROD0952', 'PROD1034']",4784795
CUST1521,Kamaria,Hassanah,Female,48,1977-03-24,Married,Financial manager,Pagaralam,Low Income,"['PROD0260', 'PROD0465', 'PROD0570']","['PROD0205', 'PROD0048', 'PROD0910', 'PROD0838', 'PROD0651', 'PROD0352']",630826
CUST1522,Restu,Purnawati,Female,36,1989-02-12,Married,"Psychologist, occupational",Banjar,Low Income,"['PROD0224', 'PROD0974', 'PROD0061']","['PROD0428', 'PROD0358']",926021
CUST1523,Indah,Anggraini,Female,17,2007-09-29,Single,Industrial/product designer,Padang,Middle Income,"['PROD0228', 'PROD0813', 'PROD0897']","['PROD0813', 'PROD0074', 'PROD0950', 'PROD0598', 'PROD0232']",2951036
CUST1524,Latif,Ramadan,Male,25,1999-12-18,Married,Commercial art gallery manager,Tidore Kepulauan,Low Income,['PROD0025'],"['PROD0043', 'PROD1034']",417518
CUST1525,Vanya,Halimah,Female,48,1977-07-29,Married,Telecommunications researcher,Singkawang,High Income,"['PROD0063', 'PROD0851']","['PROD0558', 'PROD0749', 'PROD0611', 'PROD0837']",19045683
CUST1526,Nyoman,Mahendra,Male,39,1986-05-29,Married,Public relations officer,Cirebon,Middle Income,"['PROD0878', 'PROD0776', 'PROD0189', 'PROD0615']","['PROD0213', 'PROD0175', 'PROD0156', 'PROD0471']",5826243
CUST1527,Sakura,Yulianti,Female,44,1981-02-22,Married,"Optician, dispensing",Banda Aceh,Middle Income,"['PROD0012', 'PROD0078', 'PROD0673']","['PROD0648', 'PROD0641', 'PROD0971', 'PROD0302', 'PROD0835']",2315258
CUST1528,Warsita,Prasetyo,Male,27,1998-03-03,Married,"Journalist, magazine",Cimahi,Low Income,"['PROD1027', 'PROD0576', 'PROD0496']","['PROD1052', 'PROD0399', 'PROD0757']",572265
CUST1529,Citra,Purnawati,Female,50,1974-10-02,Married,Higher education lecturer,Yogyakarta,Middle Income,"['PROD0114', 'PROD0521', 'PROD0060']","['PROD0317', 'PROD0075']",3740068
CUST1530,Ika,Agustina,Female,43,1981-12-08,Married,Firefighter,Pematangsiantar,High Income,['PROD0153'],"['PROD0199', 'PROD0875']",17808703
CUST1531,Luwes,Pradipta,Male,33,1992-02-22,Single,Lobbyist,Padang Sidempuan,Low Income,"['PROD0027', 'PROD0805', 'PROD0957']","['PROD0323', 'PROD0472', 'PROD1045']",908025
CUST1532,Galang,Damanik,Male,60,1965-01-17,Married,Farm manager,Tual,Low Income,['PROD0251'],"['PROD0367', 'PROD0024', 'PROD0996', 'PROD0593', 'PROD0864', 'PROD0230']",722451
CUST1533,Jasmin,Lestari,Female,46,1979-01-25,Married,Set designer,Jambi,Middle Income,"['PROD0642', 'PROD0085', 'PROD0840']","['PROD1037', 'PROD0130', 'PROD0404', 'PROD1026', 'PROD0433']",3242679
CUST1534,Farhunnisa,Permata,Female,45,1979-11-29,Married,Commercial/residential surveyor,Tidore Kepulauan,Low Income,['PROD0034'],"['PROD0467', 'PROD0635', 'PROD0328', 'PROD0208']",868088
CUST1535,Puti,Mayasari,Female,56,1968-12-16,Married,"Surveyor, planning and development",Semarang,Low Income,"['PROD0730', 'PROD0647', 'PROD0620']","['PROD0562', 'PROD0132', 'PROD0606', 'PROD0979', 'PROD0947', 'PROD0226', 'PROD0053']",228745
CUST1536,Najib,Salahudin,Male,24,2000-09-13,Single,Clinical biochemist,Tarakan,Middle Income,"['PROD0747', 'PROD0687']","['PROD1041', 'PROD0841', 'PROD0646']",1069717
CUST1537,Jail,Maheswara,Male,58,1967-03-14,Married,Textile designer,Ambon,Middle Income,"['PROD0082', 'PROD0258', 'PROD0170']","['PROD0517', 'PROD0491', 'PROD1050', 'PROD0528', 'PROD0212']",3837892
CUST1538,Bahuwirya,Narpati,Male,54,1971-04-09,Married,"Optician, dispensing",Lubuklinggau,Middle Income,"['PROD0818', 'PROD0043']","['PROD1046', 'PROD0039']",3085359
CUST1539,Yono,Thamrin,Male,29,1996-07-01,Single,Physiological scientist,Kota Administrasi Jakarta Utara,Middle Income,['PROD0293'],"['PROD1050', 'PROD0305', 'PROD0496', 'PROD0106', 'PROD0285', 'PROD0758']",2436138
CUST1540,Pangeran,Thamrin,Male,37,1988-05-09,Married,Medical secretary,Bukittinggi,Middle Income,"['PROD0991', 'PROD0367', 'PROD0804', 'PROD0587']","['PROD1018', 'PROD0569', 'PROD0169', 'PROD0223', 'PROD0594', 'PROD1050', 'PROD1039']",1790505
CUST1541,Dodo,Prasasta,Male,34,1991-03-30,Married,Translator,Prabumulih,Low Income,"['PROD0551', 'PROD0834', 'PROD0435', 'PROD1046']","['PROD0123', 'PROD0223', 'PROD0896', 'PROD1030', 'PROD0883', 'PROD0370', 'PROD0251']",515765
CUST1542,Jail,Irawan,Male,52,1972-12-31,Married,Town planner,Langsa,Low Income,"['PROD0496', 'PROD0170']","['PROD0881', 'PROD0986', 'PROD0440', 'PROD0406']",302573
CUST1543,Hana,Agustina,Female,29,1996-07-30,Married,"Scientist, clinical (histocompatibility and immunogenetics)",Batu,Low Income,"['PROD0450', 'PROD0154']","['PROD0993', 'PROD1051', 'PROD0656', 'PROD0815', 'PROD0605']",665570
CUST1544,Prasetyo,Winarno,Male,32,1993-04-12,Single,"Surveyor, land/geomatics",Surakarta,Middle Income,"['PROD0084', 'PROD0223', 'PROD0626']","['PROD0715', 'PROD0829', 'PROD0335', 'PROD0593', 'PROD0248']",4323556
CUST1545,Baktiadi,Santoso,Male,29,1996-08-01,Single,Tourist information centre manager,Padang Sidempuan,Middle Income,"['PROD0251', 'PROD0062', 'PROD0746']","['PROD0528', 'PROD0323', 'PROD0864', 'PROD0600', 'PROD0462']",3022640
CUST1546,Luhung,Salahudin,Male,34,1991-01-21,Single,Arts administrator,Probolinggo,Middle Income,"['PROD0146', 'PROD0217', 'PROD0082', 'PROD0434']","['PROD1058', 'PROD0270', 'PROD0986', 'PROD0573', 'PROD0197']",2719914
CUST1547,Kawaya,Wahyudin,Male,18,2007-06-01,Single,Chief Strategy Officer,Tual,Middle Income,"['PROD0564', 'PROD0109', 'PROD0753']","['PROD0219', 'PROD0983']",3325187
CUST1548,Dirja,Mansur,Male,35,1989-11-07,Single,Veterinary surgeon,Pekalongan,Low Income,"['PROD0303', 'PROD0553', 'PROD0345', 'PROD0470']","['PROD0826', 'PROD0796', 'PROD0230', 'PROD0499']",931333
CUST1549,Patricia,Haryanti,Female,42,1983-06-07,Single,Lobbyist,Cilegon,Middle Income,"['PROD0142', 'PROD0657', 'PROD0696', 'PROD0037']","['PROD0172', 'PROD0572', 'PROD0651', 'PROD0401', 'PROD0635']",1250176
CUST1550,Asmadi,Pranowo,Male,59,1966-05-19,Married,"Pharmacist, hospital",Padangpanjang,Low Income,['PROD0891'],"['PROD0596', 'PROD0161', 'PROD0530', 'PROD0299', 'PROD0600']",442936
CUST1551,Garang,Sirait,Male,24,2001-03-06,Single,Civil Service fast streamer,Meulaboh,Low Income,"['PROD0141', 'PROD0864']","['PROD0878', 'PROD0799', 'PROD0879', 'PROD0472', 'PROD0223', 'PROD0146', 'PROD0499']",687166
CUST1552,Paulin,Riyanti,Female,18,2006-09-08,Single,Hydrographic surveyor,Tanjungpinang,Low Income,['PROD0919'],"['PROD1042', 'PROD1019', 'PROD0915', 'PROD0642']",753724
CUST1553,Kurnia,Salahudin,Male,30,1995-07-04,Married,Ranger/warden,Ternate,Low Income,"['PROD0058', 'PROD0434']","['PROD0891', 'PROD0348', 'PROD0831', 'PROD0904', 'PROD0944']",461119
CUST1554,Hana,Padmasari,Female,21,2003-08-24,Married,Medical sales representative,Semarang,Middle Income,['PROD0741'],"['PROD0173', 'PROD1040']",5741298
CUST1555,Cindy,Susanti,Female,34,1990-12-30,Married,"Psychotherapist, child",Padangpanjang,Middle Income,"['PROD0770', 'PROD0503', 'PROD1016', 'PROD0910']","['PROD0961', 'PROD0813', 'PROD0272', 'PROD0772']",3337610
CUST1556,Jayeng,Iswahyudi,Male,56,1968-10-31,Married,Radio producer,Palangkaraya,Middle Income,"['PROD0747', 'PROD0735', 'PROD1044']","['PROD0264', 'PROD0496']",5123402
CUST1557,Natalia,Nasyidah,Female,41,1984-04-25,Married,"Programmer, systems",Banda Aceh,Middle Income,"['PROD0558', 'PROD0045']","['PROD0078', 'PROD0131', 'PROD0705', 'PROD0697']",2764558
CUST1558,Ibun,Mustofa,Male,54,1971-05-14,Married,Astronomer,Padang,Low Income,['PROD0115'],"['PROD0248', 'PROD0506', 'PROD0160', 'PROD0867', 'PROD0481', 'PROD0056', 'PROD0957']",245890
CUST1559,Budi,Firgantoro,Male,25,1999-11-18,Married,"Surveyor, planning and development",Manado,Middle Income,"['PROD0495', 'PROD0590', 'PROD0966', 'PROD0083']","['PROD0809', 'PROD0719', 'PROD0533', 'PROD0020', 'PROD0801', 'PROD0969', 'PROD0238']",2916482
CUST1560,Maimunah,Winarsih,Female,28,1996-09-20,Married,"Horticulturist, amenity",Payakumbuh,Middle Income,['PROD0294'],"['PROD0378', 'PROD0072', 'PROD0110']",3490323
CUST1561,Kuncara,Halim,Male,28,1996-10-25,Married,TEFL teacher,Ambon,Middle Income,"['PROD0911', 'PROD0219', 'PROD0638', 'PROD0156']","['PROD0957', 'PROD0962', 'PROD0526', 'PROD0163', 'PROD0527']",2516881
CUST1562,Harjaya,Damanik,Male,60,1965-05-31,Married,Probation officer,Gorontalo,Middle Income,"['PROD0377', 'PROD1000', 'PROD0799', 'PROD0082']","['PROD0290', 'PROD0490', 'PROD0157']",4280900
CUST1563,Hartana,Saputra,Male,32,1993-05-04,Single,Immigration officer,Gorontalo,Middle Income,['PROD0497'],"['PROD0864', 'PROD0019', 'PROD1052', 'PROD0951', 'PROD0967', 'PROD0406']",5649269
CUST1564,Mitra,Pratama,Male,27,1997-10-25,Married,Copy,Palu,Low Income,"['PROD0818', 'PROD0667', 'PROD0047']","['PROD0980', 'PROD1032', 'PROD0396', 'PROD0736']",215814
CUST1565,Edi,Rajata,Male,27,1997-11-27,Married,Dietitian,Sukabumi,Middle Income,"['PROD0683', 'PROD0406']","['PROD0791', 'PROD0508', 'PROD0326', 'PROD0211', 'PROD0999', 'PROD0900', 'PROD1033']",1253826
CUST1566,Puspa,Yulianti,Female,38,1986-09-11,Married,Printmaker,Purwokerto,Middle Income,"['PROD0698', 'PROD0185', 'PROD0608']","['PROD0837', 'PROD0819', 'PROD0620']",5114801
CUST1567,Muni,Thamrin,Male,23,2002-07-17,Married,Musician,Bandar Lampung,Middle Income,"['PROD0182', 'PROD0066', 'PROD0936']","['PROD0219', 'PROD0468']",3317125
CUST1568,Slamet,Budiman,Male,29,1995-08-23,Single,Food technologist,Banjarbaru,Middle Income,"['PROD0234', 'PROD0335', 'PROD0443', 'PROD0058']","['PROD0244', 'PROD0382']",5292749
CUST1569,Emil,Dabukke,Male,43,1982-05-05,Married,"Engineer, drilling",Subulussalam,Middle Income,"['PROD0484', 'PROD0799']","['PROD0864', 'PROD0497', 'PROD0654', 'PROD0551', 'PROD0242']",2039027
CUST1570,Eja,Wahyudin,Male,38,1986-12-19,Single,Therapeutic radiographer,Surabaya,Low Income,"['PROD0739', 'PROD0447']","['PROD0293', 'PROD0405', 'PROD0066', 'PROD0780']",990096
CUST1571,Yunita,Usada,Female,32,1992-12-15,Married,Health and safety inspector,Kotamobagu,Middle Income,"['PROD0126', 'PROD0843']","['PROD0941', 'PROD0849', 'PROD0428', 'PROD0088', 'PROD0404', 'PROD0504']",5558754
CUST1572,Harsanto,Nababan,Male,39,1985-10-07,Single,Tour manager,Makassar,Low Income,['PROD0027'],"['PROD0984', 'PROD1045', 'PROD0200', 'PROD0874']",4742393
CUST1573,Ikhsan,Pratama,Male,17,2007-12-15,Single,Tourist information centre manager,Kota Administrasi Jakarta Utara,Low Income,"['PROD0799', 'PROD0418', 'PROD0470']","['PROD0002', 'PROD1000', 'PROD0161', 'PROD0031', 'PROD1046', 'PROD0039']",215047
CUST1574,Gamblang,Widodo,Male,18,2006-11-07,Single,Architect,Balikpapan,Middle Income,"['PROD0356', 'PROD0489']","['PROD0189', 'PROD0867', 'PROD0013']",4836007
CUST1575,Clara,Hassanah,Female,55,1970-06-22,Married,"Accountant, chartered management",Surabaya,Middle Income,"['PROD0003', 'PROD0740', 'PROD0793']","['PROD0598', 'PROD0078', 'PROD0532', 'PROD0907', 'PROD0098', 'PROD1056']",2794083
CUST1576,Kala,Ardianto,Male,20,2005-03-14,Single,Secondary school teacher,Salatiga,Middle Income,"['PROD0818', 'PROD0768', 'PROD0326']","['PROD0692', 'PROD0513', 'PROD0447', 'PROD0437']",4294850
CUST1577,Yessi,Padmasari,Female,17,2008-03-05,Single,Barrister,Bima,Low Income,"['PROD0104', 'PROD0310', 'PROD0738']","['PROD0309', 'PROD0452', 'PROD0448']",801441
